,企业信誉级别,企业代号,month,价税总额,大单交易额,大单交易额增长率,退款总额,退款总额增长率,退款大单交易额（不用）,数量
481,,E3,8,26924189.07,15742620.18,1.933326564,-16904072.76,,-10032392.89,68
482,,E3,9,49141174.42,30435625.78,0.882883477,-17793318.92,,-11232805.12,72
483,,E3,10,42009298.39,26871111.1,1.068046818,-20913837.86,,-13530771.08,63
484,,E3,11,49284380.01,28699604.7,0.948739609,-19511225.19,,-12539497.1,71
485,,E3,12,38156308.02,27228451.73,0.633106458,-16322713.93,,-8995740.52,76
486,,E30,1,17594898.86,17238508.64,0.334599688,0,,0,4
487,,E30,2,5768975.99,5767999.62,0.461858519,0,,0,2
488,,E30,4,3175698.76,2663999.76,1.414039039,0,,0,2
489,,E30,5,4080050.39,3766999.66,1.160611902,0,,0,3
490,,E30,6,6553755.39,4372024.64,1.764399777,0,,0,4
491,,E30,7,8541035.2,7713999.3,1.284103019,0,,0,4
492,,E30,8,10879280.45,9905569.79,0.156881421,0,,0,5
493,,E30,9,1804546.39,1553999.86,4.575656918,0,,0,2
494,,E30,10,7688148.06,7110570.21,1.636999362,0,,0,4
495,,E30,11,12595850.13,11639998.9,0.419072167,0,,0,4
496,,E30,12,5102786.68,4877999.56,0.223951554,0,,0,2
497,,E31,1,5696528.04,1092435.58,0.72237368,-588,,0,72
498,,E31,2,3107467.74,789146.71,1.546657947,0,,0,59
499,,E31,3,4495312.26,1220540.03,0.348523137,-840,,0,69
500,,E31,4,3397979.31,425386.44,2.279536226,-5760,,0,71
501,,E31,5,4355064.32,969683.8,0.532095514,0,,0,68
502,,E31,6,3797846.05,515964.4,1.185707231,0,,0,77
503,,E31,7,3837932.14,611782.72,1.978376343,0,,0,79
504,,E31,8,4690401.21,1210336.46,3.290530907,-11897,,0,74
505,,E31,9,8306324.47,3982649.53,0.297212102,0,,0,73
506,,E31,10,5493697.24,1183691.64,0.838093568,0,,0,71
507,,E31,11,4107579.49,992044.35,1.596144366,0,,0,58
508,,E31,12,5180105.88,1583446,0,-10648,,0,81
509,,E32,1,9121708,0,#DIV/0!,0,,0,3
510,,E32,2,2900000,0,#DIV/0!,0,,0,2
511,,E32,3,3000000,0,#DIV/0!,0,,0,2
512,,E32,4,1327000,0,#DIV/0!,0,,0,1
513,,E32,5,3200000,0,#DIV/0!,0,,0,2
514,,E32,6,1600000,0,#DIV/0!,0,,0,1
515,,E32,7,4800000,0,#DIV/0!,0,,0,2
516,,E32,8,7907624.4,0,#DIV/0!,0,,0,4
517,,E32,9,3100000,0,#DIV/0!,0,,0,1
518,,E32,10,4288800,0,#DIV/0!,-200000,,0,2
519,,E32,11,352000,0,#DIV/0!,0,,0,4
520,,E32,12,7129973.08,0,#DIV/0!,0,,0,3
521,,E33,1,18141636.75,0,#DIV/0!,0,,0,26
522,,E33,2,5055386.24,0,#DIV/0!,0,,0,11
523,,E33,3,3413284.77,0,#DIV/0!,0,,0,8
524,,E33,4,3980556.72,0,#DIV/0!,0,,0,12
525,,E33,5,8043289.54,0,#DIV/0!,0,,0,17
526,,E33,6,6928314.06,0,#DIV/0!,0,,0,21
527,,E33,7,4924491.01,0,#DIV/0!,-1217659.71,,0,22
528,,E33,8,3692093.11,0,#DIV/0!,0,,0,14
529,,E33,9,3905500.89,0,#DIV/0!,0,,0,10
530,,E33,10,5470786.55,0,#DIV/0!,0,,0,12
531,,E33,11,9799987.08,0,#DIV/0!,0,,0,20
532,,E33,12,14091411.03,0,#DIV/0!,-100000,,0,20
533,,E34,1,1167770.32,878477.29,0.74182908,0,,0,6
534,,E34,2,5622088.57,651680,0,0,,0,17
535,,E34,3,1667643.41,0,#DIV/0!,0,,0,11
536,,E34,4,2052395.54,166000,10.23204187,0,,0,4
537,,E34,5,16634811.71,1698518.95,2.35499286,-100000,,0,7
538,,E34,6,4349344,4000000,0.37815,0,,0,5
539,,E34,7,3870623.28,1512600,1.223422875,0,,0,5
540,,E34,8,3727541.85,1850549.44,2.208032875,0,,0,8
541,,E34,9,6784273.68,4086074,2.752030433,0,,0,17
542,,E34,10,12284728.8,11245000,0.881339036,0,,0,6
543,,E34,11,16556860.05,9910657.46,1.340786103,0,,0,13
544,,E34,12,26233904.09,13288071.79,0.031175721,-164764.42,,0,14
545,,E35,1,2517934.87,414265.22,2.325439365,0,,0,12
546,,E35,2,3141304.86,963348.65,0.548616433,0,,0,7
547,,E35,3,2049508.6,528508.9,3.073980533,-11600,,0,7
548,,E35,4,3880291.03,1624626.07,0.461551746,0,,0,13
549,,E35,5,3060112.85,749849,1.583023915,0,,0,11
550,,E35,6,3518367.1,1187028.9,0.18289163,0,,0,13
551,,E35,7,4137893.19,217097.65,4.896097033,-7980,,0,14
552,,E35,8,4209478.1,1062931.16,0.685003326,0,,0,12
553,,E35,9,3918003.22,728111.38,1.893703104,0,,0,14
554,,E35,10,5547493.72,1378826.78,0.39441285,0,,0,13
555,,E35,11,2091614.7,543827,0.802422057,0,,0,11
556,,E35,12,2160951.57,436378.78,0,0,,0,10
557,,E36,1,2775488.82,0,#DIV/0!,-170566.85,,0,82
558,,E36,2,1111756.47,438632,0.717159122,0,,0,14
559,,E36,3,3207626.21,314568.94,3.666548198,0,,0,54
560,,E36,4,4785478.85,1153382.18,0.570728976,-4436.8,,0,81
561,,E36,5,3748375.05,658268.63,1.486150677,-309820,,0,69
562,,E36,6,3912839.84,978286.37,0.748437556,-17230.43,,0,59
563,,E36,7,3900081.68,732186.26,0.437254436,-353220.17,,-105250,67
564,,E36,8,4589167.98,320151.69,0.659599423,-74109,,0,83
565,,E36,9,3458557.5,211171.87,2.522135169,-69840,,0,67
566,,E36,10,3697987.23,532604,2.046351473,0,,0,71
567,,E36,11,5379454.37,1089894.98,0.184843497,0,,0,83
568,,E36,12,2853952.65,201460,32.66235585,-9335,,0,73
569,,E37,1,12414446.27,6580158.21,0.117688204,0,,0,68
570,,E37,2,2872742.3,774407,2.221702541,0,,0,23
571,,E37,3,3663359.37,1720502,0.874773177,-503280,,0,37
572,,E37,4,2735918.2,1505049,1.378862748,0,,0,30
573,,E37,5,3141138.14,2075256,0.524191719,0,,0,27
574,,E37,6,5208942.93,1087832.01,0.307627186,-11396.75,,0,44
575,,E37,7,2840557.5,334646.7,3.27299824,0,,0,30
576,,E37,8,3672179.53,1095298.06,2.140614738,0,,0,35
577,,E37,9,5189407.07,2344611.17,0.425830523,0,,0,42
578,,E37,10,4058510.25,998407,1.49722533,-9592.96,,0,48
579,,E37,11,4182702.51,1494840.25,1.192471838,0,,0,47
580,,E37,12,6036340.18,1782554.9,0,-50000,,0,62
581,,E38,1,7109623.12,0,#DIV/0!,0,,0,2
582,,E38,2,4210000.03,0,#DIV/0!,0,,0,2
583,,E38,3,404268.5,0,#DIV/0!,0,,0,2
584,,E38,4,4167830.3,0,#DIV/0!,0,,0,2
585,,E38,5,2942955.51,101664.09,0,0,,0,2
586,,E38,6,659183,0,#DIV/0!,0,,0,1
587,,E38,7,488964,0,#DIV/0!,0,,0,1
588,,E38,8,14643546.39,0,#DIV/0!,0,,0,6
589,,E38,9,8548541.07,0,#DIV/0!,0,,0,4
590,,E38,10,4394577.05,0,#DIV/0!,0,,0,4
591,,E38,11,2211232.62,0,#DIV/0!,-400000,,0,4
592,,E38,12,6700759.4,0,#DIV/0!,0,,0,5
593,,E39,1,10193213,9434702.4,0,0,,0,2
594,,E39,2,207031,0,#DIV/0!,0,,0,1
595,,E39,3,3113544.6,2981544.6,0.644262635,0,,0,1
596,,E39,4,4200321.78,1920897.78,0.052579581,0,,0,1
597,,E39,5,431693,101000,11.31867327,0,,0,1
598,,E39,6,1400118,1143186,3.149612574,-99172,,0,1
599,,E39,7,3858660,3600593,0.416834283,0,,0,1
600,,E39,8,2602196.6,1500850.6,3.413876238,-307218,,-211495,1
601,,E39,9,6082157.2,5123718.2,0.242336122,0,,0,1
602,,E39,10,1586834,1241662,0.290312501,0,,0,1
603,,E39,11,548603,360470,5.424228091,0,,0,1
604,,E39,12,2223271.5,1955271.5,89.48420534,0,,0,1
605,,E4,1,175121961.2,174965916.4,1.76548506,0,,0,9
606,,E4,2,309063128.9,308899711.5,0.974633511,0,,0,7
607,,E4,3,301151578.5,301064010.4,0.653593385,0,,0,7
608,,E4,4,197035382.9,196773445.7,0.905536176,0,,0,6
609,,E4,5,178246629.3,178185473.6,3.455843596,0,,0,7
610,,E4,6,615864252.8,615781127.8,0.143411857,0,,0,8
611,,E4,7,88310315.11,88310315.11,0.323731515,-4090831.22,,-4090831.22,8
612,,E4,8,28657236.3,28588832.11,2.083983257,0,,0,6
613,,E4,9,59737386.76,59578647.46,1.172298525,0,,0,5
614,,E4,10,69843960.56,69843960.56,2.275930761,-2429750,,-2429750,8
615,,E4,11,159327395.1,158960018.3,1.026854778,-1891440,,-1891440,11
616,,E4,12,163271448.2,163228854.3,0,0,,0,11
617,,E40,1,1287979.86,0,#DIV/0!,-120000,,0,36
618,,E40,2,1480745.14,0,#DIV/0!,-363996,,0,41
619,,E40,3,870011.42,0,#DIV/0!,-263390,,0,27
620,,E40,4,1643224.1,0,#DIV/0!,-10400,,0,31
621,,E40,5,1857349.51,0,#DIV/0!,-320000,,0,91
622,,E40,6,4324251.5,0,#DIV/0!,-341145,,0,65
623,,E40,7,2181791.91,0,#DIV/0!,-64184,,0,51
624,,E40,8,1848636.81,0,#DIV/0!,-267714,,0,51
625,,E40,9,4289150.09,0,#DIV/0!,-415000,,0,88
626,,E40,10,3430685.45,0,#DIV/0!,0,,0,49
627,,E40,11,1662042.85,0,#DIV/0!,-400000,,0,49
628,,E40,12,11168713.23,0,#DIV/0!,-212395,,0,114
629,,E41,1,3809473.68,0,#DIV/0!,0,,0,9
630,,E41,2,3009489.66,0,#DIV/0!,0,,0,8
631,,E41,3,989478.48,0,#DIV/0!,0,,0,7
632,,E41,4,3324745.82,0,#DIV/0!,-10350,,0,9
633,,E41,5,3894387.23,0,#DIV/0!,-74281.23,,0,10
634,,E41,6,3607357.48,0,#DIV/0!,-160291.85,,0,10
635,,E41,7,2642312.96,0,#DIV/0!,-73951.25,,0,8
636,,E41,8,2630500.12,0,#DIV/0!,-5442.8,,0,8
637,,E41,9,3156537.32,0,#DIV/0!,-53301.73,,0,7
638,,E41,10,3617049.79,0,#DIV/0!,-97355.32,,0,9
639,,E41,11,3159987.85,0,#DIV/0!,-219696.85,,0,9
640,,E41,12,2753009.56,0,#DIV/0!,-492560,,0,7
641,,E42,1,4404750.9,0,#DIV/0!,0,,0,6
642,,E42,2,28600,0,#DIV/0!,0,,0,1
643,,E42,3,1926365.05,0,#DIV/0!,-286000,,0,4
644,,E42,5,3820875.85,0,#DIV/0!,0,,0,3
645,,E42,6,2362550.45,0,#DIV/0!,0,,0,2
646,,E42,7,2984290,0,#DIV/0!,0,,0,4
647,,E42,8,218700,0,#DIV/0!,0,,0,2
648,,E42,9,3055020,0,#DIV/0!,0,,0,3
649,,E42,10,674200,0,#DIV/0!,0,,0,3
650,,E42,11,2807138,0,#DIV/0!,0,,0,2
651,,E42,12,7049622.15,0,#DIV/0!,-291600,,0,10
652,,E43,1,2299074.53,2180178,0.45,0,,0,1
653,,E43,4,1000000,981080.1,0.550505051,0,,0,1
654,,E43,5,600000,540089.55,2.6,0,,0,1
655,,E43,6,1500000,1404232.83,1.755434403,0,,0,1
656,,E43,7,2785789.97,2465038.62,1.692323664,0,,0,2
657,,E43,8,4448613.2,4171643.19,0.322390919,0,,0,4
658,,E43,9,3727338.4,1344899.88,1.746300937,0,,0,4
659,,E43,10,2704423.41,2348599.92,0.417312456,-463186.3,,-411999.96,3
660,,E43,11,1104211.45,980100,2.031626599,0,,0,3
661,,E43,12,2454580.62,1991197.23,0,0,,0,2
662,,E44,1,3821932.97,0,#DIV/0!,0,,0,11
663,,E44,2,5460024.28,3403264.44,0.06498165,0,,0,11
664,,E44,3,2375094.97,221149.74,0.495162644,-147283.31,,0,11
665,,E44,4,1796421.17,109505.09,2.97334891,-128076.2,,0,10
666,,E44,5,1922022.73,325596.84,2.656872407,-79131.65,,0,10
667,,E44,6,2700183.26,865069.26,0.484686717,-99921.17,,0,8
668,,E44,7,2292938.87,419287.58,1.019840583,0,,0,9
669,,E44,8,2251415.36,427606.49,1.783972339,-23159.9,,0,6
670,,E44,9,2520967.99,762838.15,1.864674794,0,,0,7
671,,E44,10,3203252.31,1422445.07,1.000990056,-3433,,0,8
672,,E44,11,4266079.21,1423853.37,2.053110939,0,,0,12
673,,E44,12,7370224.46,2923328.93,0.037628335,-32332,,0,19
674,,E45,1,210000,110000,14.84492727,0,,0,2
675,,E45,2,1815622,1632942,0,0,,0,3
676,,E45,3,130690,0,#DIV/0!,0,,0,2
677,,E45,4,3368620.97,2541610.79,0.797529664,0,,0,16
678,,E45,5,2374719.2,2027010,1.222174533,0,,0,10
679,,E45,6,3273575.58,2477360,1.776405125,0,,0,10
680,,E45,7,4768880,4400795,0.321344957,0,,0,3
681,,E45,8,2521880.24,1414173.28,1.3292872,0,,0,14
682,,E45,9,2369350.59,1879842.44,1.263593666,0,,0,9
683,,E45,10,2437317.4,2375357,1.640934074,-553256,,0,8
684,,E45,11,4987496.64,3897804.24,0.374452874,0,,0,11
685,,E45,12,1612094,1459544,0.705699862,-48563,,0,8
686,,E46,1,5921656.74,1030000,0.596116505,-186960,,0,34
687,,E46,2,3819230,614000,0,-8000,,0,26
688,,E46,3,5473790.08,0,#DIV/0!,-26000,,0,38
689,,E46,4,8174740,938500,0.217368141,-1390000,,0,29
690,,E46,5,5538638,204000,5.553921569,0,,0,24
691,,E46,6,3652840,1133000,0,0,,0,19
692,,E46,7,5281652,0,#DIV/0!,-828100,,0,28
693,,E46,8,5332668,0,#DIV/0!,0,,0,30
694,,E46,9,4248000,0,#DIV/0!,-85000,,0,28
695,,E46,10,7360405,735000,0.428571429,-237000,,0,28
696,,E46,11,3956140,315000,0,0,,0,20
697,,E46,12,8963990,0,#DIV/0!,-36000,,0,43
698,,E47,1,5093334.58,969494.35,0.103443512,-18499.4,,0,173
699,,E47,2,2545065.51,100287.9,9.634748659,0,,0,113
700,,E47,3,6239385.48,966248.71,0.561262307,-15802.1,,0,246
701,,E47,4,6819476.46,542318.98,1.358462302,0,,0,209
702,,E47,5,5457838.36,736719.89,1.642566105,0,,0,192
703,,E47,6,5820915.39,1210111.12,0.55790793,0,,0,175
704,,E47,7,4811787.96,675130.59,0.477115072,-3498.6,,0,184
705,,E47,8,4368353.08,322114.98,1.967288358,-264644,,-115389,181
706,,E47,9,4162900.96,633693.05,0.510724396,-67137.6,,0,173
707,,E47,10,3698756.12,323642.5,2.675344616,-2878.68,,0,154
708,,E47,11,7038953.19,865855.22,0.507450426,-6462,,0,248
709,,E47,12,5194155.24,439378.6,0.942034956,-81240,,0,208
710,,E48,1,4755097.36,413910,0,0,,0,22
711,,E48,2,823440,0,#DIV/0!,0,,0,5
712,,E48,3,4133295,627310,0.327302291,0,,0,15
713,,E48,4,3604889.32,205320,2.002824859,0,,0,15
714,,E48,5,4233183.82,411220,3.261991148,-18070,,0,21
715,,E48,6,4151069.1,1341396,0.954617428,0,,0,24
716,,E48,7,5808954.68,1280520,1.640254647,0,,0,24
717,,E48,8,6438818.34,2100378.88,0.700564081,0,,0,26
718,,E48,9,6185519.6,1471450,0.572273608,0,,0,23
719,,E48,10,5856044.68,842072,2.2759479,-36720,,0,29
720,,E48,11,6765009.92,1916512,0.548960194,-28080,,0,28
721,,E48,12,7974032.04,1052088.8,0,0,,0,28
722,,E49,1,3011619.19,0,#DIV/0!,0,,0,21
723,,E49,2,2700,0,#DIV/0!,0,,0,1
724,,E49,3,2662515.61,0,#DIV/0!,0,,0,4
725,,E49,4,2424795.82,0,#DIV/0!,0,,0,6
726,,E49,5,7021494.88,0,#DIV/0!,-852815.41,,0,26
727,,E49,6,4412403.6,0,#DIV/0!,0,,0,45
728,,E49,7,2380085.39,0,#DIV/0!,0,,0,29
729,,E49,8,12520,0,#DIV/0!,0,,0,2
730,,E49,9,2948545,0,#DIV/0!,0,,0,22
731,,E49,10,7923207.92,0,#DIV/0!,-12520,,0,69
732,,E49,11,7620143.6,0,#DIV/0!,0,,0,58
733,,E49,12,3469800,0,#DIV/0!,0,,0,22
734,,E5,1,17400206,16510444.36,1.077367345,0,,0,13
735,,E5,2,18364404.2,17787813.6,0.949661762,0,,0,9
736,,E5,3,17393953.9,16892406.4,1.191869831,0,,0,9
737,,E5,4,22362525.96,20133549.56,0.697023948,0,,0,10
738,,E5,5,15401504.6,14033566.2,0.96366627,0,,0,9
739,,E5,6,13685180.6,13523674.4,0.981720792,-1119723.6,,-1119723.6,9
740,,E5,7,14596456.52,13276472.34,0.806280694,0,,0,11
741,,E5,8,11202780.53,10704563.33,1.85852188,0,,0,9
742,,E5,9,20798334.76,19894665.16,1.737907423,0,,0,14
743,,E5,10,35346633.26,34575086.26,0.735606978,0,,0,14
744,,E5,11,25561013.44,25433674.71,1.193377064,0,,0,12
745,,E5,12,30675178.82,30351964.06,0,0,,0,14
746,,E50,1,1670110.6,0,#DIV/0!,-1697607.82,,0,4
747,,E50,4,1451133.45,0,#DIV/0!,0,,0,2
748,,E50,5,1181498.82,0,#DIV/0!,0,,0,2
749,,E50,6,4732358.3,0,#DIV/0!,0,,0,3
750,,E50,7,3874887.46,0,#DIV/0!,0,,0,2
751,,E50,8,2324513,0,#DIV/0!,0,,0,2
752,,E50,9,1993094.71,0,#DIV/0!,0,,0,2
753,,E50,10,1151775.12,0,#DIV/0!,0,,0,1
754,,E50,11,746750.38,0,#DIV/0!,0,,0,1
755,,E50,12,3272440.42,0,#DIV/0!,0,,0,3
756,,E51,1,2537952.58,0,#DIV/0!,0,,0,34
757,,E51,2,1570263.97,0,#DIV/0!,0,,0,27
758,,E51,3,3004949.75,0,#DIV/0!,0,,0,40
759,,E51,4,3051597.65,0,#DIV/0!,-100000,,0,37
760,,E51,5,2684811.14,0,#DIV/0!,0,,0,33
761,,E51,6,2367383.34,108900,0,0,,0,34
762,,E51,7,2162191.35,0,#DIV/0!,0,,0,32
763,,E51,8,2304867.92,0,#DIV/0!,-38769,,0,38
764,,E51,9,2251525.4,0,#DIV/0!,0,,0,40
765,,E51,10,3166664.24,0,#DIV/0!,0,,0,41
766,,E51,11,3475795.64,0,#DIV/0!,0,,0,46
767,,E51,12,3667277.87,0,#DIV/0!,0,,0,62
768,,E52,1,3073182.97,538824.8,0.965063226,0,,0,3
769,,E52,2,545000,520000,0.595076538,0,,0,1
770,,E52,3,566152,309439.8,1.355998808,0,,0,2
771,,E52,4,1128000,419600,0.241730219,0,,0,3
772,,E52,5,954835,101430,0,0,,0,2
773,,E52,6,1289557.6,0,#DIV/0!,0,,0,4
774,,E52,7,558368.38,0,#DIV/0!,0,,0,4
775,,E52,8,6818854.28,5728903.03,0,0,,0,3
776,,E52,9,194152.1,0,#DIV/0!,-130000,,0,6
777,,E52,10,634129,0,#DIV/0!,0,,0,2
778,,E52,11,6693024,2162897.5,0.58739219,-18618.1,,0,5
779,,E52,12,2516422.2,1270469.1,0,0,,0,5
780,,E53,1,2342000,0,#DIV/0!,-120000,,0,4
781,,E53,2,325000,0,#DIV/0!,0,,0,2
782,,E53,3,891800,0,#DIV/0!,0,,0,3
783,,E53,4,1728000,306000,0,0,,0,3
784,,E53,5,1202706.24,0,#DIV/0!,0,,0,5
785,,E53,6,3228500,0,#DIV/0!,0,,0,8
786,,E53,7,3348400,0,#DIV/0!,0,,0,10
787,,E53,8,8793776,4896000,0.386029412,-96065,,0,17
788,,E53,9,3061380,1890000,0,0,,0,9
789,,E53,10,3619603.74,0,#DIV/0!,-28190,,0,14
790,,E53,11,3908000,0,#DIV/0!,0,,0,4
791,,E53,12,10198667,0,#DIV/0!,0,,0,16
792,,E54,1,5102713,1417000,0,-10400,,0,157
793,,E54,2,1380740.5,0,#DIV/0!,0,,0,111
794,,E54,3,4651409.7,1020260,0,-3300,,0,215
795,,E54,4,1688131.01,0,#DIV/0!,-5310,,0,177
796,,E54,5,2705826.91,560600,0.80806279,-110910,,0,235
797,,E54,6,3468761.66,453000,2.408962472,-810,,0,223
798,,E54,7,4025014.63,1091260,1.260927735,-6800,,0,170
799,,E54,8,2865207,1376000,0.532479651,-4500,,0,158
800,,E54,9,4035493.57,732692,0,-28880,,0,153
801,,E54,10,3194409.2,0,#DIV/0!,-20500,,0,176
802,,E54,11,2427015.54,0,#DIV/0!,-43260,,0,179
803,,E54,12,5926635.2,416230,6.150926171,-82360,,0,232
804,,E55,1,2843200,2560200,0,0,,0,4
805,,E55,2,995193,0,#DIV/0!,0,,0,3
806,,E55,3,247704.1,208811.33,0,0,,0,3
807,,E55,4,15995.2,0,#DIV/0!,0,,0,2
808,,E55,5,391711.31,406570,0,-2316326.83,,-2228000,5
809,,E55,6,508717.67,0,#DIV/0!,0,,0,3
810,,E55,7,6715844.88,6481292.98,-0.032368541,-1496157.52,,-1487751.12,6
811,,E55,8,-191597.16,-209790,-6.057486057,-3934112.47,,-3881115,2
812,,E55,9,1505893.16,1270800,0.333333333,0,,0,2
813,,E55,10,757580.37,423600,9.193159348,0,,0,2
814,,E55,11,4226633.61,3894222.3,1.807861886,0,,0,4
815,,E55,12,10391196.14,7040216.07,0.045339518,0,,0,8
816,,E56,1,4300904.04,319200,2.010479323,-14700,,0,15
817,,E56,2,1225049,641745,0.788791311,0,,0,8
818,,E56,3,1816044.05,506202.88,0.425027214,0,,0,17
819,,E56,4,1140231.84,215150,1.512056705,-176083,,-108900,12
820,,E56,5,2240601.13,325319,2.582588167,0,,0,12
821,,E56,6,2516541.36,840165,0.378626817,-82072.5,,0,13
822,,E56,7,2623646.8,318109,0.713639036,0,,0,13
823,,E56,8,2347261.75,227015,0.974120653,0,,0,14
824,,E56,9,3352831.78,221140,3.288658768,-100000,,0,18
825,,E56,10,3897573.89,727254,0.420945186,-11990,,0,15
826,,E56,11,2958862.6,306134.07,1.094128465,-2650,,0,16
827,,E56,12,3849605.89,334950,2.567547395,0,,0,15
828,,E57,1,1071000,860000,4.236337209,0,,0,4
829,,E57,3,5165955,3643250,0.637607905,0,,0,7
830,,E57,4,4702765,2322965,1.34106928,0,,0,4
831,,E57,5,3744187,3115257,1.496003489,0,,0,7
832,,E57,6,5071309.82,4660435.34,0.708930552,0,,0,6
833,,E57,7,3923556,3303925,0.648546804,-96750,,0,7
834,,E57,8,2152770,2142750,0.602030102,0,,0,3
835,,E57,9,2560125,1290000,4.775451938,0,,0,3
836,,E57,10,6098253,6160333,0.411528078,-785000,,0,4
837,,E57,11,2756761.02,2535150,1.043697612,0,,0,3
838,,E57,12,4571440,2645930,0,0,,0,8
839,,E58,1,151593,0,#DIV/0!,0,,0,1
840,,E58,2,411485,0,#DIV/0!,0,,0,1
841,,E58,3,712815.19,509775.19,0,-44991.78,,0,4
842,,E58,4,791184,0,#DIV/0!,0,,0,5
843,,E58,5,3475459.78,0,#DIV/0!,0,,0,2
844,,E58,6,2935349.6,203645,5.30334651,0,,0,2
845,,E58,7,2686997.78,1080000,0,0,,0,6
846,,E58,8,7115234.73,0,#DIV/0!,-298700,,0,9
847,,E58,9,1235672.29,968726.6,4.619855726,-80910,,0,4
848,,E58,10,5749842.58,4475377.13,0,0,,0,5
849,,E58,11,426707,0,#DIV/0!,0,,0,2
850,,E58,12,7419458.77,1188989.23,2.396036573,0,,0,7
851,,E59,1,6291694.67,2848861.68,0.04071012,0,,0,50
852,,E59,2,912782.36,115977.5,6.844975534,0,,0,14
853,,E59,3,2877607.46,793863.15,0.133479177,0,,0,37
854,,E59,4,2587249.01,105964.2,3.082433501,0,,0,31
855,,E59,5,3270604.9,326627.6,1.310985661,-11694.97,,0,40
856,,E59,6,3234832.28,428204.1,1.02214458,-11694.97,,0,32
857,,E59,7,2696180.83,437686.5,0,0,,0,36
858,,E59,8,918748.59,0,#DIV/0!,0,,0,24
859,,E59,9,2421524.36,108886.4,0.997057484,0,,0,39
860,,E59,10,2159011.77,108566,0,0,,0,35
861,,E59,11,2646396.74,0,#DIV/0!,0,,0,42
862,,E59,12,2643649.22,576614.2,128.5932476,0,,0,48
863,,E6,1,75239977.62,74148692.61,0.104732443,0,,0,53
864,,E6,2,7936115.01,7765773.69,1.455461479,0,,0,11
865,,E6,3,12065122.92,11302784.46,2.78577084,0,,0,25
866,,E6,4,32397368.74,31486967.36,1.091470646,-145589.71,,-131589.71,33
867,,E6,5,34831802.78,34367100.61,0.694753059,-80492.03,,0,34
868,,E6,6,24514015.47,23876648.28,1.71360768,-115191.9,,0,35
869,,E6,7,41885780.57,40915207.86,1.348681398,-75000,,0,48
870,,E6,8,56581679.37,55181579.74,0.565737607,0,,0,43
871,,E6,9,32077499.07,31218294.88,0.842985506,-623120.2,,-430930.86,32
872,,E6,10,27215173.13,26316570.12,1.340076916,-390135.09,,-390135.09,39
873,,E6,11,35935209.86,35266228.13,1.720242812,0,,0,37
874,,E6,12,61923875.28,60666475.43,0,-678464.61,,-587423.98,54
875,,E60,1,1780363,0,#DIV/0!,0,,0,3
876,,E60,2,100000,0,#DIV/0!,0,,0,1
877,,E60,3,353442,0,#DIV/0!,0,,0,2
878,,E60,4,211120,100120,0,0,,0,1
879,,E60,5,1121214,0,#DIV/0!,0,,0,3
880,,E60,7,422672,0,#DIV/0!,0,,0,1
881,,E60,8,4055890,0,#DIV/0!,-74224,,0,3
882,,E60,9,949323,0,#DIV/0!,0,,0,3
883,,E60,10,850570,0,#DIV/0!,0,,0,2
884,,E60,11,1451965,0,#DIV/0!,0,,0,5
885,,E60,12,885610,0,#DIV/0!,0,,0,3
886,,E61,1,2174850.8,0,#DIV/0!,0,,0,18
887,,E61,2,1226780.8,0,#DIV/0!,0,,0,12
888,,E61,3,1549305.4,0,#DIV/0!,0,,0,19
889,,E61,4,1197689,0,#DIV/0!,-378032,,0,15
890,,E61,5,917047,0,#DIV/0!,0,,0,13
891,,E61,6,850590,0,#DIV/0!,0,,0,12
892,,E61,7,1776855,0,#DIV/0!,0,,0,21
893,,E61,8,1769912.6,0,#DIV/0!,0,,0,18
894,,E61,9,1953537.2,0,#DIV/0!,0,,0,13
895,,E61,10,1944448,0,#DIV/0!,0,,0,15
896,,E61,11,2052045,0,#DIV/0!,0,,0,19
897,,E61,12,1719065,0,#DIV/0!,0,,0,16
898,,E62,1,2859924.37,0,#DIV/0!,-883306,,0,8
899,,E62,2,460665.84,0,#DIV/0!,0,,0,1
900,,E62,4,437911.26,0,#DIV/0!,0,,0,5
901,,E62,5,1233452.06,0,#DIV/0!,0,,0,9
902,,E62,6,923460.16,0,#DIV/0!,-40000,,0,6
903,,E62,7,228182.95,0,#DIV/0!,-187813.56,,0,5
904,,E62,8,678163.18,0,#DIV/0!,-428629.98,,0,5
905,,E62,9,491642.22,0,#DIV/0!,-115510.18,,0,5
906,,E62,10,712949.46,0,#DIV/0!,0,,0,6
907,,E62,11,746439.17,0,#DIV/0!,0,,0,5
908,,E62,12,3137912.69,0,#DIV/0!,-10285,,0,8
909,,E63,1,6107231.5,5232282.5,0.388505839,0,,0,10
910,,E63,3,4864971.6,2032772.3,0.381744675,0,,0,19
911,,E63,4,4202100,776000,2.512371134,0,,0,15
912,,E63,5,2452052,1949600,1.157160443,0,,0,8
913,,E63,6,4447230,2256000,1.293305629,0,,0,9
914,,E63,7,5308321.5,2917697.5,0.513260223,0,,0,14
915,,E63,8,4065631.29,1497538.07,3.023415625,0,,0,12
916,,E63,9,7084480,4527680,0.972088016,0,,0,14
917,,E63,10,5486853.47,4401303.47,1.276665319,0,,0,16
918,,E63,11,6713639.32,5618991.5,1.169242737,0,,0,11
919,,E63,12,7589071,6569965,0,-237509,,-211535,13
920,,E64,1,387988.36,0,#DIV/0!,0,,0,14
